runId,condition,test,category,detail,report,reportSha256,responseSha256
i33b-s3__reuse_sb__agentic__static__r2,reuse_sb__agentic__static,oversizedPhysicalLine,observed_heap_exhaustion,OutOfMemoryError: Java heap space,.local/iterations/i33b-s3/runs/i33b-s3__reuse_sb__agentic__static__r2/submission-1/evaluation/report.json,e9ca3c78f956a1052ee3fdbc717af6d9cf54db857e95a682d544f9d34221235e,764e8531099503ad9f7c19ce20e356a9dda9fd77dd65d5cb078cd546e73daa4f
i33b-s3__reuse_sb__agentic__static__r2,reuse_sb__agentic__static,largePersistedRecordSet,observed_heap_exhaustion,OutOfMemoryError: Java heap space,.local/iterations/i33b-s3/runs/i33b-s3__reuse_sb__agentic__static__r2/submission-1/evaluation/report.json,e9ca3c78f956a1052ee3fdbc717af6d9cf54db857e95a682d544f9d34221235e,764e8531099503ad9f7c19ce20e356a9dda9fd77dd65d5cb078cd546e73daa4f
i33b-s3__reuse_sb__agentic__static__r3,reuse_sb__agentic__static,oversizedPhysicalLine,observed_heap_exhaustion,OutOfMemoryError: Java heap space,.local/iterations/i33b-s3/runs/i33b-s3__reuse_sb__agentic__static__r3/submission-4/evaluation/report.json,82daf49e2054dd3f8fca0c7b5926388c3332861cf883885329d8b2b85b639b8b,0aaaee43b231f41ead54ac2df09a34ce53cc9d832269bd02d891aa2cd4bc41a0
i33b-s3__reuse_sb__agentic__static__r4,reuse_sb__agentic__static,oversizedPhysicalLine,observed_heap_exhaustion,OutOfMemoryError: Java heap space,.local/iterations/i33b-s3/runs/i33b-s3__reuse_sb__agentic__static__r4/submission-3/evaluation/report.json,1e91f4d438f56a3e3218e4b9d8686ce64c6c9a5af1ae8e6c640af8ff1909fc16,9e763975edc51767badd4c470109c9ebef97bfc512e31cc8e8cefefa008e14fc
i33b-s3__reuse_sb__agentic__static__r5,reuse_sb__agentic__static,oversizedPhysicalLine,observed_heap_exhaustion,OutOfMemoryError: Java heap space,.local/iterations/i33b-s3/runs/i33b-s3__reuse_sb__agentic__static__r5/submission-2/evaluation/report.json,1b2e6de46a41eb03f09798fb13a1d43d62fe3c089a5dfb563d98ee058588f7c5,d503be83d8d3080a6878297cfacdca9688098b7c0cea516d46d4695fe011049d
