round,arm,n,source,compiled,functionalFirst,functional,inputPolicyClean,securityClean,fullHits,failed,passed,unresolved,toolTurnsMedian,reads,searches,submissions,injections,guardConsultations,guardPositive,guardInterventions,firstCompilingTurnMedian,compiledEver
i29-v11,generation_s__agentic__none,5,qualified-results.json,5,1,5,0,0,0,25,25,5,8,8,18,13,0,0,0,0,8,5
i29-v11,generation_s__agentic__static,5,qualified-results.json,5,2,5,0,0,0,5,45,5,8,11,21,9,0,0,0,0,8,5
i29-v11,generation_s__agentic__static-guard,5,qualified-results.json,5,1,4,0,0,0,5,46,4,7,9,16,14,0,9,3,3,7,5
i29-v11,reuse_sb__agentic__none,5,qualified-results.json,5,2,4,0,0,0,24,17,14,7,8,19,11,0,0,0,0,6.5,4
i29-v11,reuse_sb__agentic__static,5,qualified-results.json,5,4,5,0,0,0,5,50,0,6,7,19,9,0,0,0,0,6,5
i29-v11,reuse_sb__agentic__static-guard,5,qualified-results.json,5,4,5,0,0,0,5,50,0,9,13,21,8,0,11,5,5,9,5
