runId,condition,test,category,detail,report,reportSha256,responseSha256
i19-v9__generation_s__single_shot__static__r1,generation_s__single_shot__static,rejectsNegativeScore,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__generation_s__single_shot__static__r1/submission-5/evaluation/report.json,59f2e92592a60f5fe96cfcd0c414b10fd767954266c53f7a70ed18f778cf42ae,7e749d6dfb196e37e47b8533025fe813886a5fe5effab012f34deaf23792bb39
i19-v9__generation_s__single_shot__static__r1,generation_s__single_shot__static,rejectsNegativeTime,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__generation_s__single_shot__static__r1/submission-5/evaluation/report.json,59f2e92592a60f5fe96cfcd0c414b10fd767954266c53f7a70ed18f778cf42ae,7e749d6dfb196e37e47b8533025fe813886a5fe5effab012f34deaf23792bb39
i19-v9__generation_s__single_shot__static__r1,generation_s__single_shot__static,rejectsNullName,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__generation_s__single_shot__static__r1/submission-5/evaluation/report.json,59f2e92592a60f5fe96cfcd0c414b10fd767954266c53f7a70ed18f778cf42ae,7e749d6dfb196e37e47b8533025fe813886a5fe5effab012f34deaf23792bb39
i19-v9__generation_s__single_shot__static__r1,generation_s__single_shot__static,rejectsBlankName,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__generation_s__single_shot__static__r1/submission-5/evaluation/report.json,59f2e92592a60f5fe96cfcd0c414b10fd767954266c53f7a70ed18f778cf42ae,7e749d6dfb196e37e47b8533025fe813886a5fe5effab012f34deaf23792bb39
i19-v9__generation_s__single_shot__static__r1,generation_s__single_shot__static,rejectsExcessiveName,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__generation_s__single_shot__static__r1/submission-5/evaluation/report.json,59f2e92592a60f5fe96cfcd0c414b10fd767954266c53f7a70ed18f778cf42ae,7e749d6dfb196e37e47b8533025fe813886a5fe5effab012f34deaf23792bb39
i19-v9__generation_s__single_shot__static__r1,generation_s__single_shot__static,oversizedPhysicalLine,observed_heap_exhaustion,OutOfMemoryError: Java heap space,.local/iterations/i19-v9/runs/i19-v9__generation_s__single_shot__static__r1/submission-5/evaluation/report.json,59f2e92592a60f5fe96cfcd0c414b10fd767954266c53f7a70ed18f778cf42ae,7e749d6dfb196e37e47b8533025fe813886a5fe5effab012f34deaf23792bb39
i19-v9__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,rejectsNegativeScore,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__reuse_sb__single_shot__none__r1/submission-1/evaluation/report.json,42ddb467cc71f00ec1cfb4f7051663e75dde619a9ecfbc500f7e1e1d440d50ff,e8fe7f7460b219baf6644360cd39958b537f08f1a3338bcb9458cb25e4eab53a
i19-v9__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,rejectsNegativeTime,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__reuse_sb__single_shot__none__r1/submission-1/evaluation/report.json,42ddb467cc71f00ec1cfb4f7051663e75dde619a9ecfbc500f7e1e1d440d50ff,e8fe7f7460b219baf6644360cd39958b537f08f1a3338bcb9458cb25e4eab53a
i19-v9__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,rejectsNullName,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__reuse_sb__single_shot__none__r1/submission-1/evaluation/report.json,42ddb467cc71f00ec1cfb4f7051663e75dde619a9ecfbc500f7e1e1d440d50ff,e8fe7f7460b219baf6644360cd39958b537f08f1a3338bcb9458cb25e4eab53a
i19-v9__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,rejectsBlankName,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__reuse_sb__single_shot__none__r1/submission-1/evaluation/report.json,42ddb467cc71f00ec1cfb4f7051663e75dde619a9ecfbc500f7e1e1d440d50ff,e8fe7f7460b219baf6644360cd39958b537f08f1a3338bcb9458cb25e4eab53a
i19-v9__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,rejectsExcessiveName,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__reuse_sb__single_shot__none__r1/submission-1/evaluation/report.json,42ddb467cc71f00ec1cfb4f7051663e75dde619a9ecfbc500f7e1e1d440d50ff,e8fe7f7460b219baf6644360cd39958b537f08f1a3338bcb9458cb25e4eab53a
i19-v9__reuse_sb__single_shot__none__r1,reuse_sb__single_shot__none,oversizedPhysicalLine,observed_heap_exhaustion,OutOfMemoryError: Java heap space,.local/iterations/i19-v9/runs/i19-v9__reuse_sb__single_shot__none__r1/submission-1/evaluation/report.json,42ddb467cc71f00ec1cfb4f7051663e75dde619a9ecfbc500f7e1e1d440d50ff,e8fe7f7460b219baf6644360cd39958b537f08f1a3338bcb9458cb25e4eab53a
i19-v9__generation_s__single_shot__none__r1,generation_s__single_shot__none,rejectsNegativeScore,input_rejection_policy,AssertionError: Invalid record was accepted by storeRun.,.local/iterations/i19-v9/runs/i19-v9__generation_s__single_shot__none__r1/submission-1/evaluation/report.json,4f91fed1cabadc442057129b161499dedb5ef4cb49f17b939bfa6a02de4af491,e865bf993264c2eb4b976f065c3b854e08cf43d5911e6edcf25a60716daae169
