round,arm,trajectories,calls,inputTokens,cachedInputTokens,outputTokens,reasoningTokens,callSeconds,trajectorySeconds
i31-v13,generation_s__agentic__none,5,37,3430260,0,39015,17487,484.71029599999997,523.703886
i31-v13,generation_s__agentic__static-guard,5,99,5941375,0,101293,27978,802.582002,1140.015379
i31-v13,generation_s__agentic__static,5,34,3328138,0,43426,16407,484.3685909999999,540.767102
i31-v13,reuse_sb__agentic__none,5,33,4806819,0,49706,21147,567.8270240000002,616.9946120000001
i31-v13,reuse_sb__agentic__static-guard,5,95,8068773,0,100804,35462,841.9186619999998,1230.233309
i31-v13,reuse_sb__agentic__static,5,44,6954371,0,75895,22891,750.8459759999997,805.8467400000001
