round,arm,n,source,compiled,functionalFirst,functional,inputPolicyClean,securityClean,fullHits,failed,passed,unresolved,toolTurnsMedian,reads,searches,submissions,injections,guardConsultations,guardPositive,guardInterventions,firstCompilingTurnMedian,compiledEver
i31-v13,generation_s__agentic__none,5,qualified-results.json,5,4,5,0,0,0,26,24,5,8,12,19,6,0,0,0,0,8,5
i31-v13,generation_s__agentic__static,5,qualified-results.json,5,2,5,5,0,0,3,47,5,7,6,18,10,0,0,0,0,5,5
i31-v13,generation_s__agentic__static-guard,5,qualified-results.json,5,1,4,5,1,1,2,49,4,9,13,16,16,0,13,6,6,9,5
i31-v13,reuse_sb__agentic__none,5,qualified-results.json,5,2,5,0,0,0,31,19,5,7,5,18,10,0,0,0,0,6,5
i31-v13,reuse_sb__agentic__static,5,qualified-results.json,5,1,4,5,0,0,2,50,3,9,14,15,15,0,0,0,0,8,5
i31-v13,reuse_sb__agentic__static-guard,5,qualified-results.json,5,3,4,5,0,0,4,47,4,9,8,22,12,0,14,6,6,7,5
