round,arm,n,source,compiled,functionalFirst,functional,inputPolicyClean,securityClean,fullHits,failed,passed,unresolved,toolTurnsMedian,reads,searches,submissions,injections,guardConsultations,guardPositive,guardInterventions,firstCompilingTurnMedian,compiledEver
i32a-s1,generation_s__single_shot__static,5,qualified-results.json,3,2,2,3,0,0,4,28,23,1,0,0,5,0,0,0,0,1,3
i32a-s1,reuse_sb__single_shot__static,5,qualified-results.json,4,3,3,4,0,0,0,40,15,1,0,0,5,0,0,0,0,1.0,4
