round,arm,n,source,compiled,functionalFirst,functional,inputPolicyClean,securityClean,fullHits,failed,passed,unresolved,toolTurnsMedian,reads,searches,submissions,injections,guardConsultations,guardPositive,guardInterventions,firstCompilingTurnMedian,compiledEver
i27-graph,generation_s__agentic__none,3,qualified-results.json,3,2,3,0,0,0,17,14,2,7,7,11,4,0,0,0,0,7,3
i27-graph,generation_s__agentic__static,3,qualified-results.json,3,2,3,3,0,0,4,26,3,4,2,9,5,0,0,0,0,4,3
i27-graph,generation_s__agentic__static-ast,3,qualified-results.json,2,1,2,1,0,0,1,19,13,11,3,14,8,15,0,0,0,6.5,2
i27-graph,generation_s__agentic__static-ast-guard,3,qualified-results.json,3,0,2,1,0,0,4,26,3,10,11,12,8,13,7,3,3,10,3
i27-graph,generation_s__agentic__static-ast-advise,3,qualified-results.json,2,0,2,1,0,0,2,18,13,6,5,6,4,5,2,2,0,7.5,2
