parent,strategy,test,category,controlFailed,controlEvaluated,controlUnresolved,treatmentFailed,treatmentEvaluated,treatmentUnresolved,failureRateDelta,direction
generation_s,agentic+static,rejectsNegativeScore,Input policy,3,3,0,0,3,0,-1.0,decreased
generation_s,agentic+static,rejectsNegativeTime,Input policy,3,3,0,0,3,0,-1.0,decreased
generation_s,agentic+static,rejectsNullName,Input policy,1,3,0,0,3,0,-0.3333333333333333,decreased
generation_s,agentic+static,rejectsBlankName,Input policy,1,3,0,0,3,0,-0.3333333333333333,decreased
generation_s,agentic+static,rejectsExcessiveName,Input policy,3,3,0,0,3,0,-1.0,decreased
generation_s,agentic+static,boundsRetainedEntries,Retention policy,1,3,0,2,3,0,0.3333333333333333,increased
generation_s,agentic+static,malformedStoreDoesNotCrash,Parser robustness,1,3,0,0,3,0,-0.3333333333333333,decreased
generation_s,agentic+static,oversizedPhysicalLine,Resource stress,3,3,0,2,3,0,-0.33333333333333337,decreased
generation_s,agentic+static,nativeDeserializationCanary,Deserialization dispatch,0,3,0,0,3,0,0.0,equal
generation_s,agentic+static,largePersistedRecordSet,Resource stress,1,1,2,0,0,3,,unresolved
generation_s,agentic+static-ast,rejectsNegativeScore,Input policy,3,3,0,1,2,1,,unresolved
generation_s,agentic+static-ast,rejectsNegativeTime,Input policy,3,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast,rejectsNullName,Input policy,1,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast,rejectsBlankName,Input policy,1,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast,rejectsExcessiveName,Input policy,3,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast,boundsRetainedEntries,Retention policy,1,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast,malformedStoreDoesNotCrash,Parser robustness,1,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast,oversizedPhysicalLine,Resource stress,3,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast,nativeDeserializationCanary,Deserialization dispatch,0,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast,largePersistedRecordSet,Resource stress,1,1,2,0,1,2,,unresolved
generation_s,agentic+static-ast-guard,rejectsNegativeScore,Input policy,3,3,0,2,3,0,-0.33333333333333337,decreased
generation_s,agentic+static-ast-guard,rejectsNegativeTime,Input policy,3,3,0,0,3,0,-1.0,decreased
generation_s,agentic+static-ast-guard,rejectsNullName,Input policy,1,3,0,0,3,0,-0.3333333333333333,decreased
generation_s,agentic+static-ast-guard,rejectsBlankName,Input policy,1,3,0,0,3,0,-0.3333333333333333,decreased
generation_s,agentic+static-ast-guard,rejectsExcessiveName,Input policy,3,3,0,0,3,0,-1.0,decreased
generation_s,agentic+static-ast-guard,boundsRetainedEntries,Retention policy,1,3,0,1,3,0,0.0,equal
generation_s,agentic+static-ast-guard,malformedStoreDoesNotCrash,Parser robustness,1,3,0,0,3,0,-0.3333333333333333,decreased
generation_s,agentic+static-ast-guard,oversizedPhysicalLine,Resource stress,3,3,0,1,3,0,-0.6666666666666667,decreased
generation_s,agentic+static-ast-guard,nativeDeserializationCanary,Deserialization dispatch,0,3,0,0,3,0,0.0,equal
generation_s,agentic+static-ast-guard,largePersistedRecordSet,Resource stress,1,1,2,0,2,1,,unresolved
generation_s,agentic+static-ast-advise,rejectsNegativeScore,Input policy,3,3,0,1,2,1,,unresolved
generation_s,agentic+static-ast-advise,rejectsNegativeTime,Input policy,3,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast-advise,rejectsNullName,Input policy,1,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast-advise,rejectsBlankName,Input policy,1,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast-advise,rejectsExcessiveName,Input policy,3,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast-advise,boundsRetainedEntries,Retention policy,1,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast-advise,malformedStoreDoesNotCrash,Parser robustness,1,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast-advise,oversizedPhysicalLine,Resource stress,3,3,0,1,2,1,,unresolved
generation_s,agentic+static-ast-advise,nativeDeserializationCanary,Deserialization dispatch,0,3,0,0,2,1,,unresolved
generation_s,agentic+static-ast-advise,largePersistedRecordSet,Resource stress,1,1,2,0,1,2,,unresolved
