round,arm,trajectories,calls,inputTokens,cachedInputTokens,outputTokens,reasoningTokens,callSeconds,trajectorySeconds
i27-graph,generation_s__agentic__none,3,22,2092375,0,25992,10976,400.74206900000013,425.569835
i27-graph,generation_s__agentic__static-ast-advise,3,24,1743634,0,29687,8798,361.96318199999996,430.29449900000003
i27-graph,generation_s__agentic__static-ast-guard,3,59,4159634,0,58179,17816,703.666507,897.267077
i27-graph,generation_s__agentic__static-ast,3,26,2707553,0,37786,14564,605.0518419999999,629.584901
i27-graph,generation_s__agentic__static,3,16,1674950,0,22356,7877,321.6815859999999,352.64403100000004
