round,arm,n,source,compiled,functionalFirst,functional,inputPolicyClean,securityClean,fullHits,failed,passed,unresolved,toolTurnsMedian,reads,searches,submissions,injections,guardConsultations,guardPositive,guardInterventions,firstCompilingTurnMedian,compiledEver
a03b-s1,generation_s__agentic__static,5,qualified-results.json,5,0,3,4,3,2,1,43,11,10,15,14,24,0,0,0,0,9.5,4
a03b-s1,reuse_sb__agentic__static,5,qualified-results.json,5,0,3,3,1,1,2,31,22,10,5,17,24,0,0,0,0,9,5
