round,arm,trajectories,calls,inputTokens,cachedInputTokens,outputTokens,reasoningTokens,callSeconds,trajectorySeconds
a02c-s3,generation_s__single_shot__static,5,5,459135,0,57562,29080,537.023762,557.481709
a02c-s3,reuse_sb__single_shot__static,5,5,689675,0,58902,30188,531.211897,550.972395
