round,arm,trajectories,calls,inputTokens,cachedInputTokens,outputTokens,reasoningTokens,callSeconds,trajectorySeconds
i30-v12,generation_s__agentic__none,5,47,4414134,0,43788,19257,572.9461130000002,621.492136
i30-v12,generation_s__agentic__static-guard,5,78,5496040,0,86745,33257,783.262221,1014.46698
i30-v12,generation_s__agentic__static,5,32,3188898,0,49121,15551,491.1008349999998,532.915538
i30-v12,reuse_sb__agentic__none,5,38,5615684,0,44964,17677,527.202046,566.609457
i30-v12,reuse_sb__agentic__static-guard,5,71,5403159,0,92791,28451,710.8682690000002,960.647376
i30-v12,reuse_sb__agentic__static,5,36,5540427,0,46777,14479,492.95154899999994,531.159367
