round,arm,n,source,compiled,functionalFirst,functional,inputPolicyClean,securityClean,fullHits,failed,passed,unresolved,toolTurnsMedian,reads,searches,submissions,injections,guardConsultations,guardPositive,guardInterventions,firstCompilingTurnMedian,compiledEver
i26-graph,generation_s__agentic__none,2,qualified-results.json,2,1,2,0,0,0,10,11,1,8.0,3,10,3,0,0,0,0,8.0,2
i26-graph,generation_s__agentic__static,2,qualified-results.json,2,0,2,0,0,0,4,16,2,7.5,1,8,6,0,0,0,0,6.0,2
i26-graph,generation_s__agentic__ast,2,qualified-results.json,2,1,2,0,0,0,9,11,2,8.5,2,11,4,4,0,0,0,8.5,2
i26-graph,generation_s__agentic__static-ast,2,qualified-results.json,2,0,2,2,1,1,0,21,1,7.5,3,8,4,4,0,0,0,7.5,2
i26-graph,generation_s__agentic__static-guard,2,qualified-results.json,2,1,2,0,0,0,3,17,2,12.5,3,10,6,0,19,8,6,12.5,2
i26-graph,generation_s__agentic__static-ast-guard,2,qualified-results.json,2,0,1,2,0,0,2,18,2,12.0,3,8,7,8,17,8,6,10.5,2
