round,arm,trajectories,calls,inputTokens,cachedInputTokens,outputTokens,reasoningTokens,callSeconds,trajectorySeconds
i26-graph,generation_s__agentic__ast,2,17,1540083,0,22133,8514,330.99952900000005,350.08936500000004
i26-graph,generation_s__agentic__none,2,16,1583149,0,21075,7677,306.71208399999995,325.768903
i26-graph,generation_s__agentic__static-ast-guard,2,63,3492462,0,86360,19108,811.343214,1160.600333
i26-graph,generation_s__agentic__static-ast,2,15,1518172,0,22589,6764,313.434115,331.965573
i26-graph,generation_s__agentic__static-guard,2,63,3273361,0,68744,19242,655.20154,953.050999
i26-graph,generation_s__agentic__static,2,15,1567205,112241,21746,7315,613.8055810000001,645.346202
